distrito_nro,escuela_nro,escuela,direccion,circuito_nro,seccion_nro,localidad,desde,hasta,cant_mesas,latitud,longitud
4,16555,ESC GENERAL JOSE DE SAN MARTIN,AV CURA BROCHERO 150 SALSACATE,146,11,SALSACATE,5249,5254,6,,
4,16556,ESC.PROV.M.BELGRANO,CALLE PUBLICA S/N TALA CAÑADA,146A,11,TALA CAÑADA,5255,5255,2,,
4,16557,ESC.PROV. E.ECHEVERRIA,CALLE PUBLICA S/N SAN JERONIMO,146B,11,SAN GERONIMO,5256,5256,2,,
4,16558,ESC ROQUE SAENZ PEÑA,CALLE PUBLICA S/N LOS TALARES,146C,11,LOS TALARES,5257,5257,2,,
4,16560,ESC DR BIALET MASSE,ROQUE SAENZ PEÑA 91 B°CENTRO B MASSE,147,12,BIALET MASSE,5269,5276,9,,
4,16559,INST NTA SRA DEL ROSARIO,9 DE JULIO 359 BIALET MASSE,147,12,BIALET MASSE,5264,5268,5,,
4,17294,INST SERVILIANO DIAZ,SAN MARTIN 675 BIALET MASSE,147,12,BIALET MASSE,5258,5263,6,,
4,18238,IPEM N°388 CEFERINO NAMUNCURA,CEFERINO NAMUNCURA Y EVA PERON SAN ROQUE PUNILLA,147A,12,SAN ROQUE,5277,5281,9,,
4,16562,ESC DR JERONIMO J DEL BARCO,VILLA PARQUE SIQUIMAN VA PQUE SIQUIMAN,147B,12,VILLA PARQUE SIQUIMAN,5282,5289,8,,
4,17194,ESC ESP JUAN MANUEL FERNANDEZ,AV PUEYRREDON 131 CAPILLA DEL MONTE,148,12,CAPILLA DEL MONTE,5312,5321,12,,
4,16563,ESC GRAL JOSE DE SAN MARTIN,SARMIENTO 380 CAPILLA DEL MONTE,148,12,CAPILLA DEL MONTE,5290,5298,9,,
4,16564,IPEM N° 279,HIPOLITO YRIGOYEN 450 CAPILLA DEL MONTE,148,12,CAPILLA DEL MONTE,5299,5311,14,,
4,16566,ESC GRAL JOSE DE SAN MARTIN,RUTA NACIONAL N°38 CASA GRANDE,149,12,CASA GRANDE,5322,5324,3,,
4,16567,COLEGIO PARROQUIAL PIO XII,OBISPO BUSTOS 816 COSQUIN,150,12,COSQUIN,5325,5335,11,,
4,17165,ESC ESP DR J REYES CONTRERAS,MONS DE ANDREA 2300 B°S TERESITA COSQUIN,150,12,COSQUIN,5378,5384,10,,
4,16570,ESC NORMAL SUP R SAENZ PEÑA,SAN MARTIN 394 COSQUIN,150,12,COSQUIN,5357,5364,8,,
4,16571,ESC TTE GRAL JULIO A ROCA,SAN MARTIN Y SARMIENTO S/N COSQUIN,150,12,COSQUIN,5365,5377,13,,
4,16569,IPEM N°157-PTE SARMIENTO,P CARRANZA 940 COSQUIN,150,12,COSQUIN,5345,5356,12,,
4,16568,IPEM N°60 M MORENO(EX IPET 13),PALEMON CARRANZA 1085 COSQUIN,150,12,COSQUIN,5336,5344,9,,
4,16572,ESC P ALBARRACIN DE SARMIENTO,PUBLICA S/N CHARBONIER,151,12,CHARBONIER,5385,5387,3,,
4,16573,ESC BERNARDINO RIVADAVIA,NUETRA SEÑORA DEL CARMEN 199 HUERTA GRANDE,152,12,HUERTA GRANDE,5388,5395,8,,
4,16574,I.P.E.M N° 200,ARRABARRENA ESQ PROV UNIDAS S/N HUERTA GRANDE,152,12,HUERTA GRANDE,5396,5405,10,,
4,16577,COL JUANA MICONO DE GIARDIN,AV SAN MARTIN 762 VILLA GIARDINO,152A,12,VILLA GIARDINO,5418,5422,6,,
4,16576,ESC ESTEBAN ECHEVERRIA,CHILE 42 B°INDEPENDENCIA V.GI,152A,12,VILLA GIARDINO,5413,5417,5,,
4,17287,IPEM N° 339,LOS COCOS ESQ PEPERINA VLLA GIARDINO,152A,12,VILLA GIARDINO,5406,5412,7,,
4,16580,ESC JOSEFA MARIA BUSTOS,ALBERDI 277 LA CUMBRE,153,12,LA CUMBRE,5437,5443,9,,
4,16578,ESC M E H DE GONZALEZ ELIZALDE,RIO NEGRO S/N B°ARGENTINO L.CUMBRE,153,12,LA CUMBRE,5423,5428,7,,
4,16579,INSTITUTO GRAL SAN MARTIN,9 DE JULIO 564 B°GOLF LA CUMBRE,153,12,LA CUMBRE,5429,5436,9,,
4,16585,ESC AERONAUTICA ARGENTINA,OCAMPO Y ROMAN DEHEZA S/N-LA LOMITA LA FALDA,154,12,LA FALDA,5479,5484,6,,
4,16581,ESC JOSE MARIA PAZ,HIPOLITO YRIGOYEN 431 B°SAN JORGE LA FALDA,154,12,LA FALDA,5444,5450,7,,
4,16583,ESC MATEO J MOLINA,AV EDEN 445 LA FALDA,154,12,LA FALDA,5462,5471,10,,
4,16584,ESC NICOLAS AVELLANEDA,PROGRESO 399 B°SANTA ROSA LA FALDA,154,12,LA FALDA,5472,5478,7,,
4,16582,IPEM N°142 JOAQUIN V GONZALEZ,SAN GERONIMO Y LAS AMERICAS S/N LA FALDA,154,12,LA FALDA,5451,5461,11,,
4,16586,ESC INES MOYANO DE MOLINA,MANUEL MUJICA LAINEZ S/N SAN ESTEBAN,155,12,SAN ESTEBAN,5485,5487,4,,
4,18231,IPEA 343,LAS ACACIAS S/N B°CENTRO LOS COCOS,155A,12,LOS COCOS,5488,5491,9,,
4,16603,COLEGIO COSTA AZUL,HUARPES Y COMECHINGONES-B°COSTA AZUL VILLA CARLOS PAZ,156,12,VILLA CARLOS PAZ,5640,5652,13,,
4,16593,ESC CARLOS NICANDRO PAZ,SAN MARTIN 255 VILLA CARLOS PAZ,156,12,VILLA CARLOS PAZ,5492,5508,17,,
4,16592,ESC ISLA DE LOS ESTADOS,LOS CEIBOS S/N B°LA QUINTA 0 VILLA CARLOS PAZ,156,12,VILLA CARLOS PAZ,5521,5530,10,,
4,16601,ESC JOSE A ALVAREZ CONDARCO,IGUALDAD 199 B°SAN IGNACIO VILLA CARLOS PAZ,156,12,VILLA CARLOS PAZ,5634,5639,6,,
4,18200,ESC MANUEL BELGRANO,JUAN S BACH 521 COSTA AZUL,156,12,VILLA CARLOS PAZ,5653,5656,6,,
4,16589,ESC PRESIDENTE SARMIENTO,LOS GIGANTES S/N- B°M.MUÑOZ V C PAZ,156,12,VILLA CARLOS PAZ,5509,5520,12,,
4,16599,ESC RICARDO BERNABE FERNANDEZ,LAS MARGARITAS 255-VA INDEPENDENCIA VILLA CARLOS PAZ,156,12,VILLA CARLOS PAZ,5626,5633,8,,
4,16590,INST ALFONSINA STORNI(EX IESS),SOLIS 283 B° VILLA DOMINGUEZ,156,12,VILLA CARLOS PAZ,5531,5550,21,,
4,17300,INST BERNARDO D ELIA,ASUNCION B°LA QUINTA 440 VILLA CARLOS PAZ,156,12,VILLA CARLOS PAZ,5551,5565,15,,
4,16598,INST BILINGUE DANTE ALIGHIERI,ALFONSINA STORNI Y LOS ALERCES 0 VILLA CARLOS PAZ,156,12,VILLA CARLOS PAZ,5609,5625,17,,
4,16591,INST INDUSTRIAL CRISTO OBRERO,FLORENCIO SANCHEZ S/N-B°LAS MALVINAS VILLA CARLOS PAZ,156,12,VILLA CARLOS PAZ,5581,5590,10,,
4,16588,INST R ESCALADA DE SAN MARTIN,ESTRADA Y ANTARTIDA SAN ROQUE,156,12,VILLA CARLOS PAZ,5566,5580,16,,
4,17301,IPEM N° 365-DR RENE FAVALORO,GOBERNADOR ALVAREZ 131 S R DEL LAGO V C PAZ,156,12,VILLA CARLOS PAZ,5599,5608,10,,
4,16594,PRIMARIO JOSE DE SAN MARTIN,AMEGHINO Y BALCARCE VILLA CARLOS PAZ,156,12,VILLA CARLOS PAZ,5591,5598,8,,
4,16604,ESC MERCEDES S M DE BALCARCE,GENERAL SAN MARTIN S/N YCHO CRUZ,156A,12,VILLA RIO ICHO CRUZ,5657,5662,6,,
4,16605,LOCAL COMUNAL,CUESTA BLANCA CUESTA BLANCA,156B,12,CUESTA BLANCA,5663,5664,2,,
4,16606,EDIFICIO COMUNAL,MAYU SUMAJ MAYU SUMAJ,156C,12,MAYU SUMAJ,5665,5668,4,,
4,16607,ESC JUAN JOSE PASO,RUTA PROV. 14-KM.43 CENTRO SAN A.DE ARREDONDO,156D,12,SAN ANTONIO DE ARREDONDO,5669,5676,8,,
4,18099,IPEM 348 GABRIEL GARCIA MARQUEZ,RUTA 14 Y CNO A LAS JARILLAS SAN ANTONIO DE ARRED,156D,12,SAN ANTONIO DE ARREDONDO,5677,5683,8,,
4,16608,EDIFICIO COMUNAL,TALA HUASI TALA HUASI,156E,12,TALA HUASI,5684,5684,2,,
4,16609,COLEGIO SAN ROQUE,LAVALLE VILLA BUSTOS 2730 SANTA MARIA,157,12,SANTA MARIA DE PUNILLA,5685,5690,6,,
4,16610,ESC BENJAMIN MATIENZO,DR.MIGUEL A. VOCOS S/N TILLARD SANTA MARIA,157,12,SANTA MARIA DE PUNILLA,5691,5694,4,,
4,16611,ESC JUAN BAUTISTA AZOPARDO,SARMIENTO 59 V BUSTOS SANTA MARIA,157,12,SANTA MARIA DE PUNILLA,5695,5701,7,,
4,16612,INST. SEC. ORIENTACION REGIONA,VILLA BUSTOS SANTA MARIA,157,12,SANTA MARIA DE PUNILLA,5702,5710,10,,
4,16615,ESC DOMINGO FAUSTINO SARMIENTO,MARIANO MORENO 597 B°VILLA NUEVA TANTI,158,12,TANTI,5711,5721,11,,
4,17169,IPEM N°84 J VOCOS LESCANO,SAN FRANCISCO 33 LA ESTANCIA TANTI,158,12,TANTI,5722,5731,10,,
4,16616,ESC.PROV.D. FRENCH,EL CHAÑAR 69 CABALANGO,158A,12,CABALANGO,5732,5733,2,,
4,18235,ESC PROV COSME ARGERICH,CALLE SAN MARTIN S/N ESNANCIA VIEJA,158B,12,ESTANCIA VIEJA,5734,5735,2,,
4,18236,JARDIN COSME ARGERICH,SAN MARTIN S/N ESTANCIA VIEJA,158B,12,ESTANCIA VIEJA,5736,5738,3,,
4,17228,IPEM N° 332,LOS TALAS ESQ. LAS ROSAS VA STA CRUZ DEL LAGO,158C,12,VILLA SANTA CRUZ DEL LAGO,5739,5748,10,,
4,16619,INST.NTA.SRA. DEL CALVARIO,SAN MARTIN 12 VALLE HERMOSO,159,12,VALLE HERMOSO,5757,5765,11,,
4,17230,IPEM N° 335 LUIS ALBERTO SPINETTA,GOBERNADOR NUÑEZ 73 VALLE HERMOSO,159,12,VALLE HERMOSO,5749,5756,8,,
4,16622,ESC DOMINGO FAUSTINO SARMIENTO,SARMIENTO 425 ACHIRAS,160,13,ACHIRAS,5766,5773,10,,
4,16623,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N LACAROLINA-EL POTOSI,160A,13,LA CAROLINA,5774,5774,4,,
4,16625,ESC GENERAL SAN MARTIN,SARMIENTO 98 CENTRO ADELIA MARIA,161,13,ADELIA MARIA,5786,5793,9,,
4,16624,INSTITUTO ADELIA MARIA,AV SAN MARTIN 1050 CENTRO ADELIA MARIA,161,13,ADELIA MARIA,5775,5785,12,,
4,16626,ESC JOSE MARIA PAZ,GRAL ROCA 643 ALCIRA CENTRO,162,13,ALCIRA,5794,5800,10,,
4,16627,ESC PERITO FRANCISCO MORENO,DEAN FUNES Y HEROES ANONIMOS S/N ALCIRA,162,13,ALCIRA,5801,5809,13,,
4,17288,IPEM N° 119 NESTOR ZARAZAGA,GOBERNADOR JULIO BORDA S/N VILLA SANTA EUGENIA,163,13,ALPA CORRAL,5810,5813,7,,
4,16630,ESC PROV BERNARDINO RIVADAVIA,VELEZ SARSFIELD 50 BAIGORRIA,164,13,CORONEL BAIGORRIA,5814,5819,6,,
4,17295,ANGELES CUSTODIOS/SAGRADA FLIA,ISABEL LA CATOLICA Y E JENNER S/N BANDA NORTE,165,13,RIO CUARTO,5820,5831,12,,
4,16637,CNMA 24-ANEXO PCIA STA CRUZ (10 DE JUNIO),EL SALVADOR 850 B°BALACO BANDA NORTE,165,13,RIO CUARTO,5905,5908,7,,
4,16631,ESC DR ADOLFO ALSINA,AVENIDA GARIBALDI 740 BANDA NORTE,165,13,RIO CUARTO,5832,5842,11,,
4,16634,ESC PROVINCIA SANTA CRUZ,SANTA FE ESQ URUGUAY S/N BANDA NORTE,165,13,RIO CUARTO,5872,5884,13,,
4,16635,ESC REPUBLICA DEL URUGUAY,SAN LUIS 342 BANDA NORTE,165,13,RIO CUARTO,5885,5890,6,,
4,16633,INST SUP RAMON MENENDEZ PIDAL,AV JOSE GARIBALDI 50 BANDA NORTE,165,13,RIO CUARTO,5860,5871,12,,
4,16636,IPEM N°95 M SANCHEZ DE THOMPSO,MANCO CAPAC 50 BANDA NORTE,165,13,RIO CUARTO,5891,5904,14,,
4,16632,MERC DEL NIÑO JESUS/S FCO ASIS,VICTOR HUGO 885 BANDA NORTE,165,13,RIO CUARTO,5843,5859,18,,
4,16638,ESC VICTOR MERCANTE,FRAY MAMERTO ESQUIU 25 BERROTARAN,166,13,BERROTARAN,5909,5916,10,,
4,16640,INSTITUTO PARROQ.BERROTARAN,AQUINO ARGUELLO ARDILES 207 BERROTARAN,166,13,BERROTARAN,5917,5927,14,,
4,16641,ESC.FRAY M.ALVAREZ,SARMIENTO 187 BULNES,167,13,BULNES,5928,5930,4,,
4,16642,ESC PROV GRAL J DE SAN MARTIN,BV CORDOBA S/N CHAJAN,168,13,CHAJAN,5931,5933,4,,
4,16643,ESC SUBTTE RODOLFO H BERDINA,AV SAN MARTIN S/N CHUCUL,169,13,CHUCUL,5934,5935,2,,
4,16645,ESC RICARDO GUTIERREZ,ALBERDI 377 ELENA,170,13,ELENA,5941,5944,7,,
4,16644,INST SEC LA ASUNCION DE MARIA,PASAJE CURA BROCHERO 189 ELENA,170,13,ELENA,5936,5940,6,,
4,16646,ESC PROV JOSE DE SAN MARTIN,RUTA NACIONAL 36 KM 614 S/N ESPINILLO,171,13,ESPINILLO,5945,5945,2,,
4,16647,ESC.PROV.C.SAAVEDRA,AV GENERAL PAZ 263 CENTRO HOLMBERG,172,13,SANTA CATALINA (EST. HOLMBERG),5946,5952,7,,
4,16648,ESC.S.R.DE ZAVALIA,INGENIERO MILITAR CARULLA S CATALINA HOLMBERG,172,13,SANTA CATALINA (EST. HOLMBERG),5953,5958,6,,
4,17270,IPEM N° 125 R SCALABRINI ORTIZ,SANTA CATALINA-HOLMB,172,13,SANTA CATALINA (EST. HOLMBERG),5959,5962,6,,
4,17291,ESC JOSE DE SAN MARTIN,CALLE PUBLICA 0 COLONIA LA ARGENTINA,173,13,COLONIA LA ARGENTINA,5963,5963,2,,
4,16650,ESC PROV JOSE DE SAN MARTIN,SAN MARTIN S/N LA CAUTIVA,174,13,LA CAUTIVA,5964,5966,4,,
4,16652,ESC PROV JOSE DE SAN MARTIN,PUBLICA S/N LA GILDA,175,13,LA GILDA,5967,5967,2,,
4,16653,ESC R ESCALADA DE SAN MARTIN,CALLE PUBLICA S/N LA INVERNADA,176,13,LA INVERNADA,5968,5968,2,,
4,16654,ESC LEONILA DE LAS M LEMOS,MAIPU NORTE 535 LAS ACEQUIAS,177,13,LAS ACEQUIAS,5969,5976,8,,
4,16655,ESC.PROV.J.DE SAN MARTIN,CALLE PUBLICA S/N LAS CAÑITAS,178,13,LAS TAPIAS,5977,5977,2,,
4,16656,ESC.C.G. DE REZZANO,CALLE 11 LAS ALBAHACAS,178A,13,LAS ALBAHACAS,5978,5979,2,,
4,16657,ESC.ALBERGUE J.HERNANDEZ,PUBLICA 0 VILLA EL CHACAY,178B,13,VILLA EL CHACAY,5980,5980,2,,
4,16658,ESC JORGE ALEJANDRO NEWBERY,ESPAÑA 36 LAS HIGUERAS,179,13,LAS HIGUERAS,5981,5993,14,,
4,18213,"I.P.E.A Y T,N°186-",CARLOS GARDEL Y CAPITAN CASTAGNARI LAS HIGUERAS,179,13,LAS HIGUERAS,5998,6002,6,,
4,16659,JARD INF JORGE A NEWBERY,ESPAÑA 86 B°SAN MARTIN,179,13,LAS HIGUERAS,5994,5997,4,,
4,16660,ESC.PROV.J.M.PAZ,AVDA. 22 DE OCTUBRE 0 LAS PEÑAS,180,13,LAS PEÑAS,6003,6003,2,,
4,16661,ESC ANTONIO SOBRAL,PUBLICA S/N LOS CUATRO VIENTOS,181,13,CUATRO VIENTOS,6004,6004,2,,
4,16662,ESC CAP DE FRAGATA MOYANO,JULIANA GARCIA P 560 LAS VERTIENTES,182,13,LAS VERTIENTES,6005,6007,4,,
4,16664,ESC GRAL NAPOLEON URIBURU,LIB GENERAL SAN MARTIN 318 VICUÑA MACKENNA,183,13,VICUÑA MACKENNA,6026,6035,14,,
4,16663,ESC GUIDO SPANO,SARMIENTO 672 VICUÑA MACKENNA,183,13,VICUÑA MACKENNA,6018,6025,10,,
4,17290,INST JUAN PASCUAL PRINGLES,AV CARLOS S YDE 684 CENTRO,183,13,VICUÑA MACKENNA,6008,6017,12,,
4,16665,ESC FRAY MARCOS DONATTI,9 DE JULIO 626 MOLDES,184,13,CORONEL MOLDES,6036,6044,9,,
4,16667,ESC NICOLAS AVELLANEDA,MITRE 74 MOLDES,184,13,CORONEL MOLDES,6053,6060,8,,
4,16666,IPEM N°94 DOLORES L DE LAVALLE,MOLDES MOLDES,184,13,CORONEL MOLDES,6045,6052,8,,
4,16668,ESC.PROV.M.BELGRANO,SARMIENTO 0 MONTE DE LOS GAUCHOS,184A,13,MONTE DE LOS GAUCHOS,6061,6063,3,,
4,16672,COLEGIO MARIA BENITA ARIAS,MONTEVIDEO 751 PUEBLO ALBERDI,186,13,RIO CUARTO,6088,6097,10,,
4,16675,ESC ARZOBISPO ANTONIO ESPINOSA,OLEGARIO ANDRADE 1020 PUEBLO ALBERDI,186,13,RIO CUARTO,6123,6136,15,,
4,16673,ESC GRAL JUSTO S ANAYA,AZOPARDO FENIX 1270 PUEBLO ALBERDI,186,13,RIO CUARTO,6098,6111,15,,
4,16670,ESC NICOLAS AVELLANEDA,VICENTE LOPEZ 538 PUEBLO ALBERDI,186,13,RIO CUARTO,6065,6077,13,,
4,16674,INST LANTERIANO LA MERCED,BELISARIO ROLDAN 275 PUEBLO ALBERDI,186,13,RIO CUARTO,6112,6122,11,,
4,16671,IPEMN° 26 JUAN FILLOY,BELISARIO ROLDAN 535 PUEBLO ALBERDI,186,13,RIO CUARTO,6078,6087,10,,
4,18227,IPET 314- GRAL J DE SAN MARTIN,GUEMEZ 1600 B°PUEBLO ALBERDI,186,13,RIO CUARTO,6137,6141,8,,
4,16676,ESC CAP DE NAV S ALBARRACIN,PUEYRREDON PUEYRREDON,187,13,COLONIA PUEYRREDON,6142,6142,2,,
4,16682,COL NTRA SRA DEL CARMEN,BAIGORRIA 373 RIO CUARTO,188,13,RIO CUARTO,6210,6226,17,,
4,31311,COLEGIO GALILEO GALILEI,ALVEAR 1040 RIO CUARTO,188,13,RIO CUARTO,6338,6349,12,,
4,31318,COLEGIO HISPANO ARGENTINO,FOTHERINGHAM 68 RIO CUARTO,188,13,RIO CUARTO,6350,6363,16,,
4,16680,DICHIARA-EX ESC.GRAL S.MARTIN,BOLIVAR Y ALBERDI 335 RIO CUARTO,188,13,RIO CUARTO,6188,6196,9,,
4,31305,ESC 21 DE JULIO,BAIGORRIA 552 RIO CUARTO,188,13,RIO CUARTO,6259,6267,10,,
4,16683,ESC ALTE BROWN,RIO QUINTO 660 RIO CUARTO,188,13,RIO CUARTO,6227,6234,8,,
4,31304,ESC BARTOLOME MITRE,LAVALLE 1452 RIO CUARTO,188,13,RIO CUARTO,6247,6258,12,,
4,16679,ESC FLORENTINO AMEGHINO,9 DE JULIO 314 RIO CUARTO,188,13,RIO CUARTO,6179,6187,10,,
4,31306,ESC MANUEL BELGRANO,SOBREMONTE 1333 RIO CUARTO,188,13,RIO CUARTO,6268,6281,14,,
4,31309,ESC VELEZ SARSFIELD,MENDOZA 1502 RIO CUARTO,188,13,RIO CUARTO,6321,6329,10,,
4,16677,ESC.NORM.NAC.MIXTA,CONSTITUCION 1040 RIO CUARTO,188,13,RIO CUARTO,6143,6166,24,,
4,31308,ESC.NORMAL COMERCIAL,BAIGORRIA 463 RIO CUARTO,188,13,RIO CUARTO,6294,6320,27,,
4,16681,ESCUELA GENERAL PAZ,MITRE 850 RIO CUARTO,188,13,RIO CUARTO,6197,6209,13,,
4,16685,ESCUELA GRAL ROCA,PASO 790 B°S ROSA RIO CUARTO,188,13,RIO CUARTO,6235,6246,12,,
4,31310,ESCUELA PIAS,BV GRAL ROCA 701 RIO CUARTO,188,13,RIO CUARTO,6330,6337,8,,
4,16678,INST SAN BUENAVENTURA,SAN MARTIN 250 RIO CUARTO,188,13,RIO CUARTO,6167,6178,12,,
4,31307,IPET 259 AMBROSIO OLMOS,BAIGORRIA 527 RIO CUARTO,188,13,RIO CUARTO,6282,6293,12,,
4,16705,ESC SAN MARTIN,DEAN FUNES 624 SAMPACHO,189,13,SAMPACHO,6371,6377,9,,
4,16704,INSTITUTO LA CONSOLATA,HIPOLITO IRIGOYEN 482 SAMPACHO,189,13,SAMPACHO,6364,6370,8,,
4,16706,INSTPABLO ANTONIO PIZZURNO,SAMPACHO SAMPACHO,189,13,SAMPACHO,6378,6385,12,,
4,16707,ESC.SAN JUAN BOSCO,PUBLICA 0 SAN AMBROSIO,190,13,SAN AMBROSIO,6386,6386,2,,
4,16709,ESC JOSE DE SAN MARTIN,BELGRANO 121 B° CENTRO S BASILIO,191,13,SAN BASILIO,6391,6396,9,,
4,16708,INST JUAN BAUTISTA ALBERDI,BV LORENZO BERARDO NORTE 325 SAN BASILIO,191,13,SAN BASILIO,6387,6390,6,,
4,16710,ESC.PROV.R.E.DE SAN MARTIN,REMEDIOS ESCALADA DE SAN MARTIN 0 MALENA,191A,13,MALENA,6397,6397,2,,
4,16711,ESC R ESCALADA DE SAN MARTIN,SUCO SUCO,192,13,SUCO,6398,6399,3,,
4,16712,ESC.PROV.J.M.ESTRADA,AVELLANEDA 181 TOSQUITA,193,13,TOSQUITAS,6400,6401,3,,
4,16713,ESCUELA-JUAN B ALBERDI,CALLE 3 WASHINGTON RIO IV,194,13,WASHINGTON,6402,6403,2,,
4,16714,ESC.PROV.J.DE SAN MARTIN,PUBLICA S/N ATAHONA,195,14,ATAHONA,6404,6404,2,,
4,16715,ESC.PROV.M.MORENO,CALLE 12 CAÑADA DE MACHADO,196,14,CAÑADA DE MACHADO,6405,6405,2,,
4,16716,ESC PROV JOAQUIN V GONZALEZ,JOAQUIN V GONZALEZ S/N LA POSTA,197,14,LA POSTA,6406,6407,2,,
4,16717,ESC PROV MARTIN GUEMES,MARTIN GUEMES Y RAVADAVIA S/N CAPILLA DE REMEDIOS,198,14,CAPILLA DE LOS REMEDIOS,6408,6411,5,,
4,16718,ESC N°315 ARTURO CAPDEVILA,MAESTRO MARIO S/N CHALACEA,199,14,CHALACEA,6412,6412,2,,
4,16719,ESC M.C.CALDECOT DE ARGUELLO,FIGUEROA ALCORTA S/N DIEGO DE ROJAS,200,14,DIEGO DE ROJAS,6413,6414,2,,
4,16720,ESC JOSE MARIA PAZ,LAS CUATRO ESQUINAS EL MANANTIAL,201,14,COLONIA LAS CUATRO ESQUINAS,6415,6415,2,,
4,16721,ESC MAEST F BELLORA DE DAVILA,CALLE PUBLICA S/N LAS GRAMILLAS,201A,14,LAS GRAMILLAS,6416,6416,2,,
4,16722,ESC PROV JOSE MANUEL ESTRADA,MALVINAS ARGENTINAS S/N ESQUINA,202,14,ESQUINA,6417,6417,4,,
4,16723,ESC.R.E.DE SAN MARTIN,MARTIN MIGUEL DE GUEMEZ Y PEDRO VIVA KILOMETRO 658,203,14,PEDRO E. VIVAS,6418,6419,2,,
4,17176,ESC DR D VELEZ SARSFIELD,MARIANO MORENO 1020 LA PARA ROSEDAL,204,14,LA PARA,6424,6430,10,,
4,16725,ESC MARIANO FRAGUEIRO,MARIANO FRAGUEIRO 385 LA PARA,204,14,LA PARA,6420,6423,8,,
4,16726,ESC PROV FRAY MAMERTO ESQUIU,SAN LORENZO 698 LA PUERTA,205,14,LA PUERTA,6431,6437,9,,
4,16727,ES RAUL AUGUSTO PEDERNERA-411,LA CAÑADA LAS HERAS,206,14,LAS HERAS,6438,6438,2,,
4,16728,ESC DALMIRA MURO(EX DEL CHACO),LAS SALADAS LAS SALADAS,207,14,LAS SALADAS,6439,6439,2,,
4,16729,ESCUELA N°111(ESCRIVANO FRANCISCO CORNAVACA),SARMIENTO Y 25 DE MAYO COMECHINGONES LATIS,208,14,PUEBLO COMECHINGONES,6440,6440,2,,
4,16730,ESC.PROV.J.M.PAZ,PUBLICA 0 MAQUINISTA GALLINI,209,14,MAQUINISTA GALLINI,6441,6441,2,,
4,16731,ESC DOMINGO F SARMIENTO,PUBLICA S/N(HOY:BLAS DE ROSALES) MEDIA LUNA SUD,210,14,BLAS DE ROSALES,6442,6442,2,,
4,16733,ESCUELA 25 DE MAYO,LUIS F TAGLE 215 MONTE CRISTO,211,14,MONTECRISTO,6466,6472,9,,
4,16732,ESCUELA MAESTRO DOMINGO NOGAL,AV SAN MARTIN 0 MONTE CRISTO,211,14,MONTECRISTO,6459,6465,8,,
4,18186,INST PQUIAL MONTE CRISTO,ROQUE SAENZ PEÑA 380 MONTE CRISTO,211,14,MONTECRISTO,6450,6458,12,,
4,17296,MARGARITA V LUDUEÑA DE LAZO,SARMIENTO LAS MALVINAS 571 MONTE CRISTO,211,14,MONTECRISTO,6443,6449,8,,
4,16734,ESC.PROV.J.M.PAZ,PUBLICA 0 MONTE DEL ROSARIO,212,14,MONTE DEL ROSARIO,6473,6473,3,,
4,16736,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N EL CRISPIN,212B,14,EL CRISPIN,6474,6474,5,,
4,16737,ESCUELA R.GUTIERREZ,GENERAL PAZ 788 OBISPO TREJO,213,14,OBISPO TREJO,6475,6482,8,,
4,16738,ESC.PROV.D.F.SARMIENTO,AVDA.SARMIENTO E 74 PIQUILLIN,214,14,PIQUILLIN,6483,6487,6,,
4,16739,ESC.PROV.M.BELGRANO,CHACON DE CUESTAS 0 PLAZA DE MERCEDES,215,14,PLAZA DE MERCEDES,6488,6488,2,,
4,16740,ESC PROV JUAN JOSE PASO,PUBLICA S/N LA QUINTA,215A,14,LA QUINTA,6489,6489,3,,
4,16741,ESC.PROV.GRAL SAN MARTIN,PUBLICA 0 PÛNTA DEL AGUA,216,14,PUNTA DEL AGUA,6490,6490,2,,
4,16742,ESC.PROV.1ER.GOBIERNO PATRIO,CALLE PUBLICA S/N QUEBRACHO,217,14,EL QUEBRACHO,6491,6491,2,,
4,16744,ESC GRAL JOSE DE SAN MARTIN,CORRIENTES LUCHI 251 RIO PRIMERO,218,14,RIO PRIMERO,6500,6507,8,,
4,16743,EX-ESCUELA N°279,PABLO ROBERT 182 RIO PRIMERO,218,14,RIO PRIMERO,6492,6499,8,,
4,16746,IPEM N° 164 ATALIVA HERRERA,AV CONTARDO FERRINI 365 RIO PRIMERO,218,14,RIO PRIMERO,6508,6512,6,,
4,16747,ESC.JORGE NEWBERY,PUBLICA 0 SAGRADA FAMILIA,219,14,SAGRADA FAMILIA,6513,6513,2,,
4,16748,ESC PBRO JOSE G BROCHERO,SANTA ROSA SANTA ROSA,220,14,SANTA ROSA DE RIO PRIMERO,6521,6527,8,,
4,18182,INST DEL SANTISIMO ROSARIO,SAN MARTIN 756 STA ROSA DE RIO PRIM,220,14,SANTA ROSA DE RIO PRIMERO,6514,6520,9,,
4,16749,INSTITUTO EL SALVADOR,BELGRANO 301 SANTA ROSA,220,14,SANTA ROSA DE RIO PRIMERO,6528,6535,12,,
4,16750,ESC PROV R SAENZ PEÑA,EL ALCALDE TALA,221,14,EL ALCALDE,6536,6536,2,,
4,17297,IPEM N°228-SAN ISIDRO LABRADOR,AV PEDRO J FONTANA 448 VILLA FONTANA,222,14,VILLA FONTANA,6537,6539,6,,
