Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Mesas,Desde,Hasta,Electores
3,COLON,28A,CALERA CENTRAL,CENTRO EDUCATIVO GRAL SAN MART - CALERA CENTRAL,9,3417,3425,3076
3,COLON,28A,CALERA CENTRAL,EX ANEXO MARGARITA W DE PAZ - AVELLANEDA 684,9,3426,3434,3069
3,COLON,29,COLONIA CAROYA,COLEGIO PIO LEON - AV 28 DE JULIO 345,12,3435,3446,4080
3,COLON,29,COLONIA CAROYA,ESC.PROV. M. BELGRANO - COLONIA CAROYA,10,3447,3456,3400
3,COLON,29,COLONIA CAROYA,ESC. PROV. GRAL SAN MARTIN - MAESTRA OLGA PROSDOCIMO 3.580,10,3457,3466,3400
3,COLON,29,COLONIA CAROYA,ESC. PRESBITERO BONORIS - COLONIA CAROYA,11,3467,3477,3737
3,COLON,29,COLONIA CAROYA,ESCUELA M. MORENO - JUSTINIANO CELIZ HEREDIA 650,6,3478,3483,2034
3,COLON,29A,TINOCO,ESC.PROV.B.RIVADAVIA - PUBLICA,1,3484,3484,263
3,COLON,30,COLONIA TIROLESA,IPET 83 RENE FAVALORO - ARTURO ILLIA 505,9,3485,3493,2991
3,COLON,30,COLONIA TIROLESA,ESC PROV DR PABLO RUEDA - PUBLICA S/N,7,3494,3500,2324
3,COLON,31,EL MANZANO,ESC.PROV.A.ARGENTINA - EL MANZANO SOBRE RUTA E 53,4,3501,3504,1129
3,COLON,31A,AGUA DE ORO,ESC.PROV.V.MERCANTE - AGUA DE ORO,4,3505,3508,1269
3,COLON,31A,AGUA DE ORO,INST SECUNDARIO AGUA DE ORO - AV BELGRANO S/N,3,3509,3511,951
3,COLON,31B,VILLA CERRO AZUL,LOCAL COMUNAL - VILLA CERRO AZUL,2,3512,3513,363
3,COLON,32,GENERAL PAZ,ESC PROV GRAL JOSE MARIA PAZ - BUENOS AIRES Y CORDOBA,6,3514,3519,1863
3,COLON,33,JESUS MARIA,PTE DOMINGO F SARMIENTO - CORDOBA (PARALEA A JUAN B JUSTO) 1.050,14,3520,3533,4802
3,COLON,33,JESUS MARIA,I.P.E.T.N° 69 - JESUS MARIA,13,3534,3546,4453
3,COLON,33,JESUS MARIA,ESC.DR. J.M.ESTRADA N° 221 - CATAMARCA Y ESTRADA,13,3547,3559,4446
3,COLON,33,JESUS MARIA,ESC.PROV.1ER.TTE.MORANDINI - CHILE -SAN JOSE OBRERO 222,12,3560,3571,4104
3,COLON,33,JESUS MARIA,ESC.PROVC.F.O. DE OCAMPO - AV. DR. FRANCISCO N. DE LAPRIDA 649 649,14,3572,3585,4788
3,COLON,33,JESUS MARIA,COL.NTA.SRA. DEL HUERTO - JESUS MARIA,7,3586,3592,2394
3,COLON,33,JESUS MARIA,ESC.N°21 GENDARMERIA NACIONAL - JESUS MARIA,10,3593,3602,3420
3,COLON,33A,COLONIA VICENTE AGÜERO,ESC PROV VICENTE AGUERO - LOTE XVII S/N,1,3603,3603,277
3,COLON,34,JUAREZ CELMAN,ESC PROV LEOPOLDO LUGONES - VILLA LOS LLANOS,9,3604,3612,3063
3,COLON,34,JUAREZ CELMAN,ESC.COMODORO R. SILIONI - AV. ACONCAGUA S/N,12,3613,3624,4080
3,COLON,34,JUAREZ CELMAN,ESC.ATAHUALPA YUPANQUI - BARRIO PARQUE NORTE,8,3625,3632,2720
3,COLON,35,MALVINAS ARGENTINAS,ESC.CAP.LUIS C.CANDELARIA - MALVINAS ARGENTINAS,10,3633,3642,3410
3,COLON,35,MALVINAS ARGENTINAS,ESC.MUNIC.CIUDAD DE M.ARGENTIN - MALVINAS ARGENTINAS,9,3643,3651,3069
3,COLON,35,MALVINAS ARGENTINAS,I.P.E.M. N° 24 - JUJUY ESQ. SARMIENTO S/N MALVINAS AR,16,3652,3667,5449
3,COLON,35A,MI GRANJA,JARDIN DE INF.CAP.CANDELARIA - VILLAFAÑE DEL VISO,3,3668,3670,915
3,COLON,36,LA PUERTA,ESC PROV SARGENTO CABRAL - PUBLICA S/N,2,3671,3672,347
3,COLON,37,RIO CEBALLOS,IPEM N° 352 - NICANOR CEBALLOS,13,3673,3685,4407
3,COLON,37,RIO CEBALLOS,ESC.PROV.M.FRAGUEIRO - AVENIDA SAN MARTIN 4.519,13,3686,3698,4407
3,COLON,37,RIO CEBALLOS,I.P.E.M.144-MARIANO MORENO - SALTA 191,10,3699,3708,3390
3,COLON,37,RIO CEBALLOS,INSTITUTO DEL ESPIRITU SANTO - AV. SAN MARTIN 5.109,12,3709,3720,4065
3,COLON,37,RIO CEBALLOS,ESC.CONSTANCIO C. VIGIL - 1 MAYO B° MOREYRA 112,6,3721,3726,2028
3,COLON,38,SALSIPUEDES,INST SECUNDARIO SALSIPUEDES - AV BELGRANO 178,8,3727,3734,2688
3,COLON,38,SALSIPUEDES,ESC.PROV. J.MALDONADO - DESIDERIO TORRES 360,12,3735,3746,4032
3,COLON,38,SALSIPUEDES,ESCUELA RECONQUISTA - CERRITO,6,3747,3752,2013
3,COLON,39,SANTA TERESA,ESC.PROV. FRAY M.ESQUIU - PUBLICA,1,3753,3753,63
3,COLON,40,UNQUILLO,INST.NTA.SRA.DE LAS MERCEDES - AZOPARDO 200,9,3754,3762,3105
3,COLON,40,UNQUILLO,ESC.PROV. D.V.SARSFIELD - SARMIENTO Y VELEZ SARSFIELD,8,3763,3770,2760
3,COLON,40,UNQUILLO,I.P.E.M. N° 23 - SPILIMBERGO 869,8,3771,3778,2760
3,COLON,40,UNQUILLO,I.P.E.M. N° 78 - COSTANERA LOS CIGARRALES B 750,14,3779,3792,4828
3,COLON,40,UNQUILLO,INST.PARROQ.NTA.SRA DE LOURDES - JUAN MILICH,10,3793,3802,3440
3,COLON,40A,MENDIOLAZA,ESC.PIAS DE MENDIOLAZA - RUTA PROVINCIAL INTERMUNICIPAL E 57,8,3803,3810,2744
3,COLON,40A,MENDIOLAZA,ESC.PROV. D.F.SARMIENTO - MALVINAS ARGENTINAS Y SARMIENTO,11,3811,3821,3773
3,COLON,40A,MENDIOLAZA,I.P.E.M.N° 317 - MENDIOLAZA,10,3822,3831,3420
3,COLON,41,VILLA ALLENDE,COLEGIO MARYLAND - GUEMES ESQ ALBERTI,10,3832,3841,3450
3,COLON,41,VILLA ALLENDE,ESC.PROV. J.DE SAN MARTIN - GOYCOECHEA 150,13,3842,3854,4485
3,COLON,41,VILLA ALLENDE,COLEGIO SAN JOSE - VILLA ALLENDE,12,3855,3866,4140
3,COLON,41,VILLA ALLENDE,INST GRAL S.MARTIN/17 DE AGOST - 25 DE MAYO ESQ. TABLADA,28,3867,3894,9655
3,COLON,41,VILLA ALLENDE,INSTITUTO NTA.SRA. DE LUJAN - AV.SAN MARTIN 1.070,10,3895,3904,3440
3,COLON,41,VILLA ALLENDE,IPEM 130 RAUL DEL LLANO - DERQUI 635,11,3905,3915,3784
3,COLON,41A,SALDAN,JARDIN NOGAL HISTORICO - 25 DE MAYO 109,2,3916,3917,676
3,COLON,41A,SALDAN,ESCUELA NOGAL HISTORICO - JOSE ACCASTELLI 252,13,3918,3930,4382
3,COLON,41A,SALDAN,ESC.DE COMERCIO J.M.PAZ - VELEZ SARSFIELD 647,14,3931,3944,4718
3,COLON,41A,SALDAN,ESCUELA DANDELION - 9 DE JULIO 362,3,3945,3947,1011
4,CRUZ DEL EJE,42,BAÑADO DE SOTO,ESCUELA PROV.M. MORENO - PUBLICA S/N,3,3948,3950,711
4,CRUZ DEL EJE,43,CANDELARIA,ESCUELA PROVINCIAL - CANDELARIA,1,3951,3951,51
4,CRUZ DEL EJE,43A,LAS CAÑADAS,ESC.PROV. CANTERAS IGUAZU - LAS CAÑADAS,1,3952,3952,193
4,CRUZ DEL EJE,43B,CRUZ DE CAÑA,ESC PROV JUAN B ALBERDI - PUBLICA S/N,2,3953,3954,227
4,CRUZ DEL EJE,44,CRUZ DEL EJE,IPEM N° 253 - ALEM ESQ DOMINGO MATEU,17,3955,3971,5831
4,CRUZ DEL EJE,44,CRUZ DEL EJE,ESC.PROV.D.F.SARMIENTO - IRIGOYEN 247,13,3972,3984,4459
4,CRUZ DEL EJE,44,CRUZ DEL EJE,ESC.E. BAVIO - PELLEGRINI 180,13,3985,3997,4459
4,CRUZ DEL EJE,44,CRUZ DEL EJE,ESCUELA NORMAL - SARMIENTO 1155,17,3998,4014,5821
4,CRUZ DEL EJE,44,CRUZ DEL EJE,IPEM 273 M. BELGRANO - PELLEGRINI 445,13,4015,4027,4446
4,CRUZ DEL EJE,44A,LAS PLAYAS,ESC.PROV.PCIA.DE LA RIOJA - RUTA 75,2,4028,4029,618
4,CRUZ DEL EJE,45,EL BRETE,ESC PROV MANUEL BELGRANO - PUBLICA S/N,4,4030,4033,1172
4,CRUZ DEL EJE,46,GUANACO MUERTO,ESC PROV GRAL SAN MARTIN - PUBLICA S/N,3,4034,4036,958
4,CRUZ DEL EJE,46B,ALTO DE LOS QUEBRACHOS,ESCUELA PROVINCIAL - ALTO DE LOS QUEBRACH,2,4037,4038,430
4,CRUZ DEL EJE,47,IGLESIA VIEJA,ESC PROV JOSE MARIA PAZ - PUBLICA S/N,1,4039,4039,71
4,CRUZ DEL EJE,48,LA HIGUERA,ESC PROV GRAL SAN MARTIN - RUTA PROVINCIAL N°15 S/N,2,4040,4041,579
4,CRUZ DEL EJE,49,LOS SAUCES,ESC.PROV.M.MORENO - LOS SAUCES,1,4042,4042,82
4,CRUZ DEL EJE,50,MEDIA NARANJA,ESCUELA M. GUEMES - MEDIA NARANJA,3,4043,4045,862
4,CRUZ DEL EJE,50A,LOS CHAÑARITOS,ESC DOMINGO F SARMIENTO - PUBLICA S/N,3,4046,4048,769
4,CRUZ DEL EJE,51,PASO VIEJO,I.P.E.A. N° 306 DR A SABATTINI -,3,4049,4051,978
4,CRUZ DEL EJE,51A,SANTA ANA,ESC.PROV.J.M.PAZ - SANTA ANA,1,4052,4052,86
4,CRUZ DEL EJE,52,PICHANAS,ESC.PROV.J.V.GONZALEZ - PUBLICA,1,4053,4053,159
4,CRUZ DEL EJE,53,SAN ANTONIO,ESC.PROV. BME. MITRE - PUBLICA,1,4054,4054,31
4,CRUZ DEL EJE,53A,LOS LEONES,ESC. R.S. DE CALDELARI - LOS LEONES,1,4055,4055,56
4,CRUZ DEL EJE,53B,EL ABRA,ESCUELA N°395(MANUEL LUCERO) - EL ABRA,1,4056,4056,45
4,CRUZ DEL EJE,54,SAN MARCOS SIERRAS,ESC PROV PTE ROQUE SAENZ PEÑA - LIBERTAD 1.043,7,4057,4063,2333
4,CRUZ DEL EJE,54A,CANTERAS QUILPO,ESC.PROV.M. BELGRANO - CANTERAS QUILPO,1,4064,4064,95
4,CRUZ DEL EJE,55,SERREZUELA,ESC.PROV.B.RIVADAVIA - AVDA. MALVINAS ARGENTINAS,8,4065,4072,2662
4,CRUZ DEL EJE,55A,LA BATEA,ESC.PROV.DEAN G.FUNES - LA BATEA,1,4073,4073,169
4,CRUZ DEL EJE,56,SOTO,ESC.PADRE B.DE LAS CASAS - JOSE IGNACIO PERALTA 249,8,4074,4081,2728
4,CRUZ DEL EJE,56,SOTO,INSTITUTO SANTO DOMINGO - SOTO,4,4082,4085,1364
4,CRUZ DEL EJE,56,SOTO,E.N.E.T. N°1 - JUAN BAUTISTA ALBERDI 2.200,5,4086,4090,1700
4,CRUZ DEL EJE,56,SOTO,ESC NICOLAS AVELLANEDA - DEAN FUNES ESQ CORRIENTES,4,4091,4094,1360
4,CRUZ DEL EJE,57,TUCLAME,ESC.PROV.J.J.CASTELLI - PUBLICA,4,4095,4098,1219
5,GENERAL ROCA,58,BRUZONE,ESC.PROV. J.J. PASO - MARIANO MORENO,1,4099,4099,240
5,GENERAL ROCA,59,BUCHARDO,ESC PROV JOSE MARIA PAZ - AV MANNY S/N,6,4100,4105,1803
5,GENERAL ROCA,60,DEL CAMPILLO,ESCUELA J.M.PAZ - JOSE MARIA PAZ   ENRIQUE COOK 444,7,4106,4112,2251
5,GENERAL ROCA,60,DEL CAMPILLO,I.P.E.M. N° 219 - DEL CAMPILLO,3,4113,4115,963
5,GENERAL ROCA,61,HUINCA RENANCO,ESC.PROV. D.F. SARMIENTO - PTE. JUAN D.PERON  VILLA TORROBA 75,10,4116,4125,3310
5,GENERAL ROCA,61,HUINCA RENANCO,ESC.PASO DE LOS ANDES - GARAY VILLA PACIFICO 121,5,4126,4130,1650
5,GENERAL ROCA,61,HUINCA RENANCO,COLEGIO NAC. L.V.MANSILLA - HUINCA RENANCO,8,4131,4138,2640
5,GENERAL ROCA,62,ITALO,ESC DR BENJAMIN DUPONT - LAVALLE S/N,4,4139,4142,1091
5,GENERAL ROCA,63,JOVITA,ESC.PROV.D.F. SARMIENTO - JOVITA,7,4143,4149,2307
5,GENERAL ROCA,63,JOVITA,I.P.E.M. N° 221 - JOVITA,6,4150,4155,1974
5,GENERAL ROCA,65,LECUEDER,ESC PROV MANUEL BELGRANO - PUBLICA S/N,1,4156,4156,18
5,GENERAL ROCA,66,MATTALDI,ESC.PROV. SAN LUIS - TUCUMAN 225,5,4157,4161,1633
5,GENERAL ROCA,67,ONAGOITY,ESC.PROV. V. MERCANTE - PUBLICA,1,4162,4162,67
5,GENERAL ROCA,68,PINCEN,ESC. ING.A.EBELOT - FELIPA ROSALES,1,4163,4163,254
5,GENERAL ROCA,69,RANQUELES,ESC.PROV.F.N.LAPRIDA - PUBLICA,1,4164,4164,51
5,GENERAL ROCA,70,VILLA HUIDOBRO,INST. DE LOS SAGRADOS CORAZONE - SANTA MARI JOSEFA ROSSELLO 250,8,4165,4172,2652
5,GENERAL ROCA,70,VILLA HUIDOBRO,ESC.PROV.M.BELGRANO - PASCO 327,7,4173,4179,2317
5,GENERAL ROCA,71,VILLA SARMIENTO,ESC.PROV. D.F.SARMIENTO - PUBLICA,1,4180,4180,308
5,GENERAL ROCA,72,VILLA VALERIA,ESC.PROV.J.CROTTO - VILLA VALERIA,8,4181,4188,2687
6,GRAL SAN MARTIN,73,ARROYO ALGODON,ESC.PROV. A.ARGENTINA - CORDOBA 301,5,4189,4193,1492
6,GRAL SAN MARTIN,74,ARROYO CABRAL,INST. SEC. COM. SAN JOSE - ARROYO CABRAL,5,4194,4198,1606
6,GRAL SAN MARTIN,74,ARROYO CABRAL,ESC.PROV.D.V.SARSFIELD - RIVADAVIA 410,4,4199,4202,1284
6,GRAL SAN MARTIN,75,AUSONIA,ESC.PROV.GRAL SAN MARTIN - 25 DE MAYO 551,3,4203,4205,946
6,GRAL SAN MARTIN,76,CHAZON,ESC PROV M R DE LA TORRE - DIESCISEIS 582,3,4206,4208,994
6,GRAL SAN MARTIN,77,ETRURIA,INSTITUTO SEC. GRAL PAZ - BV.SRMIENTO Y S.NICOLA 390,5,4209,4213,1646
6,GRAL SAN MARTIN,77,ETRURIA,ESC.PROV. 12 DE OCTUBRE - ETRURIA,6,4214,4219,1974
6,GRAL SAN MARTIN,78,LA LAGUNA,ESC ESTEBAN ECHEVERRIA - GENERAL PAZ 556,4,4220,4223,1355
6,GRAL SAN MARTIN,79,LA PLAYOSA,ESC.PROV. 25 DE MAYO - LA PLAYOSA,9,4224,4232,2848
6,GRAL SAN MARTIN,80,LUCA,ESC.PROV.J.V.GONZALEZ - 9 DE JULIO 350,2,4233,4234,588
6,GRAL SAN MARTIN,81,MOJARRAS,ESC.PROV. ISLAS MALVINAS - RUTA PROV N 158,1,4235,4235,68
6,GRAL SAN MARTIN,82,PALESTINA,ESC PROV CMTE L PIEDRABUENA - FELIPE LORENZATTI 875,2,4236,4237,539
6,GRAL SAN MARTIN,83,PASCO,ESC.PROV.D.F.SARMIENTO - PASCO,4,4238,4241,1195
6,GRAL SAN MARTIN,84,SANABRIA,ESC PROV JOSE DE SAN MARTIN - PUBLICA S/N,1,4242,4242,40
6,GRAL SAN MARTIN,86,SILVIO PELLICO,ESC.PROV.M.GUEMES - ANTONIO CONRERO 24,2,4243,4244,630
6,GRAL SAN MARTIN,87,TICINO,ESC. A. CAPDEVILA - TICINO,6,4245,4250,1998
6,GRAL SAN MARTIN,88,TIO PUJIO,ESC.R.DE ESCALADA - TIO PUJIO,12,4251,4262,3121
6,GRAL SAN MARTIN,89,VILLA MARIA,ESCUELA J.MARMOL - NAC. UNIDAS 385,10,4263,4272,3450
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.DR. J.BIANCO - BELGRANO 302,12,4273,4284,4140
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.REP.DEL PARAGUAY - CHILE 565,10,4285,4294,3450
6,GRAL SAN MARTIN,89,VILLA MARIA,INSTITUTO DEL ROSARIO - BV.ALVEAR 68,31,4295,4325,10695
6,GRAL SAN MARTIN,89,VILLA MARIA,INST.LA SANTISIMA TRINIDAD - SARSFIELD 1.072,27,4326,4352,9315
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.N.AVELLANEDA - BS.AS.E INT.MACIEL,14,4353,4366,4830
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.N.V.MERCANTE - SOBRAL 378,30,4367,4396,10337
6,GRAL SAN MARTIN,89,VILLA MARIA,IPEM N°275 EX COLEGIO NACIONAL - S.DEL ESTERO 618,15,4397,4411,5160
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.COM.A.OCAMPO - CATAMARCA 650,12,4412,4423,4128
6,GRAL SAN MARTIN,89,VILLA MARIA,I.P.E.T. N° 2 - J.MULLER 651,14,4424,4437,4816
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.J.INGENIEROS - SANTA FE 1.271,13,4438,4450,4472
6,GRAL SAN MARTIN,89,VILLA MARIA,CENMA N° 96 - SANTA FE 643,8,4451,4458,2752
6,GRAL SAN MARTIN,89,VILLA MARIA,INSTITUTO SAN ANTONIO - RUCCI 141,10,4459,4468,3440
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESC.BME.MITRE - MITRE 1147,8,4469,4476,2752
6,GRAL SAN MARTIN,90,VILLA NUEVA,IPEM N° 322 - LIMA Y RIVADAVIA,10,4477,4486,3440
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESCUELA PABLO VI - VILLA NUEVA,6,4487,4492,2064
6,GRAL SAN MARTIN,90,VILLA NUEVA,INSTITUTO INMAC.CONCEPCION - CABANILLAS 400,13,4493,4505,4472
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESC.M.BELGRANO - BELGRANO 662,11,4506,4516,3773
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESC.REP.DE BOLIVIA - D.FUNES 1250,3,4517,4519,1029
7,ISCHILIN,91,AVELLANEDA,ESC.PROV.FRAY M. ESQUIU - PUBLICA S/N,2,4520,4521,485
7,ISCHILIN,91A,CANTERAS,ESC.PROV.J.V.RECLA - CANTERAS,1,4522,4522,23
7,ISCHILIN,91B,LOS POZOS,ESC LIB GRAL SAN MARTIN - PUBLICA S/N,1,4523,4523,118
7,ISCHILIN,91C,VILLA GUTIERREZ,ESC.PROV.M.MARTINEZ DE SUAREZ - PUBLICA,1,4524,4524,279
7,ISCHILIN,92,CAÑADA DE RIO PINTO,ESC.PROV.H.VIEYTES - PUBLICA,2,4525,4526,398
7,ISCHILIN,93,COPACABANA,ESC JUAN M DE PUEYRREDON - PUBLICA S/N,2,4527,4528,347
7,ISCHILIN,94,CHUÑA,ESC PROV GRAL M GUEMES - PUBLICA S/N,2,4529,4530,593
7,ISCHILIN,95,DEAN FUNES,ESC.PROV.GRAL SAN MARTIN - DEAN FUNES,9,4531,4539,3060
7,ISCHILIN,95,DEAN FUNES,ESC.M.J.G.DE BELGRANO - JERONIMO L DE CABRERA L ALGARROBOS 451,10,4540,4549,3400
7,ISCHILIN,95,DEAN FUNES,ESC.PEDRO N.ARIAS - CORDOBA 87,11,4550,4560,3740
7,ISCHILIN,95,DEAN FUNES,ESC.PROV. M.MORENO - DORREGO   OBRAS SANITARIAS 326,10,4561,4570,3400
7,ISCHILIN,95,DEAN FUNES,ESC.A.M.SOBRAL - SANTIAGO DEL ESTERO Y LAS HERAS,9,4571,4579,3057
7,ISCHILIN,95,DEAN FUNES,ESC.AMANDA SUAREZ CORDOBA - SANTA ROSA ESQ. AMADEO SABATTINI,5,4580,4584,1695
7,ISCHILIN,96A,OLIVARES SAN NICOLAS,ESC.PROV.GUIDO SPANO - PUBLICA,2,4585,4586,571
7,ISCHILIN,97,ISCHILIN,ESCUELA FERNANDO FADER - PUBLICA S/N,1,4587,4587,76
7,ISCHILIN,98,JAIME PETER,ESCUELA FRAY GUILLERMO BUTLER - PUBLICA S/N,1,4588,4588,55
7,ISCHILIN,99,QUILINO ESTACION,ESC.PROVINCIA DE BS.AIRES - MARIANO MORENO 220,8,4589,4596,2585
7,ISCHILIN,99,QUILINO ESTACION,ESC.PROV.M.BELGRANO - QUILINO ESTACION,5,4597,4601,1615
7,ISCHILIN,100,QUILINO VILLA,ESC.PROV.D.V.SARSFIELD - VELEZ SARSFIELD,3,4602,4604,983
7,ISCHILIN,101,TOYOS,ESC PROV JOAQUIN V GONZALEZ - PUBLICA S/N,1,4605,4605,82
8,JUAREZ CELMAN,102,ALEJANDRO,ESC.EL GRAN CAPITAN - SARMIENTO 25,8,4606,4613,2688
8,JUAREZ CELMAN,102,ALEJANDRO,ESC.MISIONEROS SALESIANOS - ALEJANDRO,7,4614,4620,2352
8,JUAREZ CELMAN,103,ASSUNTA,ESC.PROV.D.F.SARMIENTO - PUBLICA S/N,1,4621,4621,74
8,JUAREZ CELMAN,105,BENGOLEA,ESC.SEÑOR DE LA BUENA MUERTE - BENGOLEA,3,4622,4624,971
8,JUAREZ CELMAN,106,CABRERA,INST. G.L.DE CABRERA - CABRERA,9,4625,4633,3015
8,JUAREZ CELMAN,106,CABRERA,ESC.PROV.J.M.PAZ - CABRERA,8,4634,4641,2672
8,JUAREZ CELMAN,106,CABRERA,ESC.FRAY PIO BENTIVOGLIO - MAIPU   BARRIO ARGENTINO 962,7,4642,4648,2338
8,JUAREZ CELMAN,106,CABRERA,ESC.PROV.E.F.OLMOS - 20 DE SEPTIEMBRE 584,7,4649,4655,2338
8,JUAREZ CELMAN,107,CARNERILLO,ESC.TTE. 1°M.C.ASUA - CARNERILLO,6,4656,4661,1884
8,JUAREZ CELMAN,108,CHARRAS,ESC TTE CNEL J DUATE ARDOY - SARMIENTO 182,4,4662,4665,1041
8,JUAREZ CELMAN,109,DEHEZA,INSTITUTO SEC. 25 DE MAYO - DEHEZA,6,4666,4671,2040
8,JUAREZ CELMAN,109,DEHEZA,ESC.PROV.GRAL SAN MARTIN - BV SAN MARTIN 251,12,4672,4683,4079
8,JUAREZ CELMAN,109,DEHEZA,INST.TEC.ADRIAN P. URQUIA - GENERAL DEHEZA,10,4684,4693,3390
8,JUAREZ CELMAN,110,EL RASTREADOR,ESC CARLOS MARIA DE ALVEAR - PUBLICA S/N,1,4694,4694,60
8,JUAREZ CELMAN,110A,PACHECO DE MELO,ESC.PROV.M.BELGRANO - 12 DE OCTUBRE,1,4695,4695,72
8,JUAREZ CELMAN,111,HUANCHILLA,ESC PROV DOMINGO F SARMIENTO - CARLOS ALBERTO MAYOL S/N,4,4696,4699,1212
8,JUAREZ CELMAN,112,LA CARLOTA,INST.NTA.M.DE LAS MERCEDES - 9 DE JULIO 271,8,4700,4707,2744
8,JUAREZ CELMAN,112,LA CARLOTA,ESC.NAC.DE COMERCIO - V.SARSFIELD 651,12,4708,4719,4114
8,JUAREZ CELMAN,112,LA CARLOTA,ESC.FORTIN HEROICO - ACOSTA 673,12,4720,4731,4104
8,JUAREZ CELMAN,113,LOS CISNES,ESC DOMINGO F SARMIENTO - SRITA BERNARDINA BAIGORRI 229,2,4732,4733,673
8,JUAREZ CELMAN,114,OLAETA,ESCUELA PROV.FRENCH Y BERUTTI - 25 DE MAYO 135,2,4734,4735,644
8,JUAREZ CELMAN,116,REDUCCION,ESC.CAP. F.D.ZARCO - MANUEL DE LA LASTRA 623,5,4736,4740,1425
8,JUAREZ CELMAN,116A,PASO DEL DURAZNO,ESC.PROV.MARTIN DE ALVA - PASO DEL DURAZNO,1,4741,4741,110
8,JUAREZ CELMAN,117,SANTA EUFEMIA,INSTITUTO DR.M. BELGRANO - SANTA EUFEMIA,7,4742,4748,2122
8,JUAREZ CELMAN,118,UCACHA,ESC.PROV.J.B.ALBERDI - UCACHA,8,4749,4756,2588
8,JUAREZ CELMAN,118,UCACHA,ESC.MARTIN GUERRICO - UCACHA,7,4757,4763,2261
9,MARCOS JUAREZ,119,ALEJO LEDESMA,INSTITUTO SEC. V.SARSFIELD - LEANDRO N ALEM,4,4764,4767,1244
9,MARCOS JUAREZ,119,ALEJO LEDESMA,ESCUELA N.AVELLANEDA - HIPOLITO YRIGOYEN,2,4768,4769,622
9,MARCOS JUAREZ,119,ALEJO LEDESMA,ESC.PROV.D.F.SARMIENTO - LEANDRO N ALEM,4,4770,4773,1240
9,MARCOS JUAREZ,120,ARIAS,ESC.R.ESCALADA DE SAN MARTIN - AV. ESPAÑA 799,10,4774,4783,3440
9,MARCOS JUAREZ,120,ARIAS,ESC.PROV.SGTO.CABRAL - INTENDENTE MELQUIOT 922,9,4784,4792,3093
9,MARCOS JUAREZ,121,BALDISSERA,ESC JOSE MARIA PAZ - SARMIENTO,6,4793,4798,1992
9,MARCOS JUAREZ,122,BARGE,ESC PROV DOMINGO F SARMIENTO - PUBLICA S/N,1,4799,4799,228
9,MARCOS JUAREZ,123,CAMILO ALDAO,IPEM N°151 J URBIZU - BV JOSE M ALDAO 1.160,7,4800,4806,2235
9,MARCOS JUAREZ,123,CAMILO ALDAO,ESC JUAN BAUTISTA ALBERDI - SAN MARTIN,6,4807,4812,1914
9,MARCOS JUAREZ,124,CAVANAGH,ESC.SEC.TOMAS THOMAS - CORDOBA 138,4,4813,4816,1056
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,INST. SUP. JOSE MANUEL ESTRADA - SANTA FE 665,9,4817,4825,2997
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,ESC R ESCALADA DE SAN MARTIN - CORRAL DE BUSTOS,7,4826,4832,2331
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,COLEGIO JUAN XXIII - CORRAL DE BUSTOS,6,4833,4838,1998
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,ESC NOR SUP MAESTROS ARGENTINO - CORRAL DE BUSTOS,5,4839,4843,1665
9,MARCOS JUAREZ,126,CRUZ ALTA,COLEGIO SANTA JUANA DE ARCO - CRUZ ALTA,7,4844,4850,2323
9,MARCOS JUAREZ,126,CRUZ ALTA,IPEM N° 276 - CRUZ ALTA,7,4851,4857,2317
9,MARCOS JUAREZ,126,CRUZ ALTA,ESC LIB GRAL SAN MARTIN - RIVADAVIA 1252 B°RIVADAVIA,5,4858,4862,1655
9,MARCOS JUAREZ,127,GUATIMOZIN,ESC DALMACIO VELEZ SARSFIELD - AV CORDOBA 324,7,4863,4869,2147
9,MARCOS JUAREZ,128,INRIVILLE,INST JOSE MARIA PAZ - INRIVILLE,5,4870,4874,1585
9,MARCOS JUAREZ,128,INRIVILLE,ESC MARIANO MORENO - INRIVILLE,5,4875,4879,1585
9,MARCOS JUAREZ,128,INRIVILLE,ESC.PROV.J.J.URQUIZA - INRIVILLE,1,4880,4880,317
9,MARCOS JUAREZ,128A,SALADILLO,ESC.PROV.PAULA ALBARRACIN - AV 24 DE SEPTIEMBRE,1,4881,4881,136
9,MARCOS JUAREZ,129,ISLA VERDE,INST SEC ISLA VERDE - LIBERTAD 446,12,4882,4893,4118
9,MARCOS JUAREZ,130,LA ITALIANA,ESC.PROV.GRAL SAN MARTIN - ISLAS MALVINAS,2,4894,4895,639
